Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Yearly_Customer,Monthly_Customer,Daily_Customer,Response
1969,0.0,4,40590.0,1,1,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,3,11,2013.0,10.0,2.0,0
1970,0.0,0,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,2014.0,5.0,11.0,0
1954,1.0,3,62637.0,0,1,76,104,12,48,4,12,5,1,2,2,5,2,0,0,0,0,0,0,3,11,2014.0,3.0,1.0,0
1968,0.0,3,36997.0,1,1,72,43,4,12,8,0,27,5,2,1,4,5,0,0,0,0,0,0,3,11,2013.0,2.0,1.0,0
1957,0.0,2,23539.0,0,0,13,4,24,11,16,1,25,1,2,0,4,6,0,0,0,0,0,0,3,11,2014.0,2.0,28.0,0
1971,2.0,1,29732.0,1,0,23,25,0,8,0,1,4,1,2,0,2,9,0,0,0,0,0,0,3,11,2014.0,3.0,25.0,0
1973,2.0,1,63516.0,1,1,30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,3,11,2013.0,7.0,6.0,0
1958,1.0,2,49572.0,1,1,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,3,11,2013.0,12.0,15.0,0
1976,0.0,2,17148.0,1,0,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,0,0,0,3,11,2014.0,1.0,28.0,0
1969,0.0,4,40590.0,1,1,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,3,11,2013.0,10.0,2.0,0
1964,3.0,3,41713.0,1,1,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,3,11,2014.0,4.0,29.0,0
1955,2.0,2,58482.0,0,1,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,3,11,2014.0,3.0,12.0,0
1957,0.0,1,47320.0,0,1,10,200,19,111,50,15,19,6,5,1,8,6,0,0,0,0,0,0,3,11,2013.0,8.0,1.0,0
1981,0.0,0,41967.0,1,1,66,23,4,10,0,2,15,1,1,0,3,4,0,0,0,0,0,0,3,11,2013.0,11.0,23.0,0
1965,0.0,0,69263.0,0,1,14,492,5,32,13,5,21,1,9,1,7,6,0,1,0,0,0,0,3,11,2014.0,3.0,5.0,0
1951,0.0,2,71965.0,0,1,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,3,11,2013.0,7.0,29.0,0
1955,0.0,2,65210.0,0,1,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,3,11,2014.0,3.0,10.0,0
1955,0.0,1,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,2013.0,10.0,24.0,0
1974,0.0,2,26067.0,1,0,49,22,2,18,0,2,12,3,3,0,3,8,0,0,0,0,0,0,3,11,2013.0,11.0,4.0,0
1972,2.0,2,44325.0,0,1,69,516,0,21,0,0,5,4,8,2,7,8,0,1,0,0,0,0,3,11,2013.0,3.0,7.0,0
1964,0.0,2,42523.0,0,0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,3,11,2014.0,4.0,23.0,0
1957,3.0,2,53233.0,0,1,18,28,0,9,3,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,2014.0,3.0,18.0,0
1972,1.0,2,76234.0,0,1,21,519,50,167,130,0,41,1,8,3,11,3,0,1,0,0,0,0,3,11,2014.0,2.0,6.0,0
1957,1.0,1,65487.0,0,0,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,3,11,2014.0,1.0,10.0,0
1947,0.0,2,27469.0,0,0,2,9,1,2,3,2,0,1,0,0,3,6,0,0,0,0,0,0,3,11,2012.0,8.0,2.0,0
1978,0.0,2,73807.0,0,1,88,366,124,156,71,78,54,2,5,5,11,2,0,0,0,0,0,0,3,11,2013.0,1.0,2.0,0
1980,0.0,2,61014.0,0,1,17,269,129,495,182,43,29,4,9,3,4,7,0,0,0,0,0,0,3,11,2012.0,8.0,11.0,0
1976,0.0,2,5305.0,0,1,12,12,4,7,1,3,5,0,1,0,0,13,0,0,0,0,0,0,3,11,2013.0,7.0,30.0,0
1954,0.0,1,36807.0,1,1,88,4,2,5,0,0,5,1,1,0,2,6,0,0,0,0,0,0,3,11,2012.0,12.0,20.0,0
1983,0.0,1,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,2013.0,3.0,21.0,0
1979,0.0,2,58025.0,0,1,81,270,31,88,11,48,22,3,3,2,10,4,0,0,0,0,0,0,3,11,2013.0,11.0,26.0,0
1970,2.0,0,57642.0,0,1,24,580,6,58,8,0,27,3,7,6,6,4,1,0,0,0,0,0,3,11,2014.0,1.0,9.0,0
1968,0.0,1,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,3,11,2012.0,9.0,26.0,0
1962,0.0,0,57967.0,0,1,39,229,7,137,4,0,91,5,4,2,8,5,0,0,0,0,0,0,3,11,2013.0,3.0,3.0,0
1970,1.0,0,44802.0,0,0,71,853,10,143,13,10,20,2,9,4,12,8,0,0,0,0,0,0,3,11,2012.0,8.0,21.0,0
1977,0.0,1,666666.0,1,0,23,9,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,3,11,2013.0,6.0,2.0,0
1967,0.0,2,61223.0,0,1,46,709,43,182,42,118,247,2,9,3,4,5,0,0,0,0,0,0,3,11,2013.0,6.0,13.0,0
1956,1.0,1,69245.0,0,1,8,428,30,214,80,30,61,2,6,5,10,3,0,0,0,0,0,0,3,11,2014.0,1.0,24.0,0
1946,2.0,0,82800.0,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,3,11,2012.0,11.0,24.0,1
1952,2.0,3,46610.0,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,3,11,2012.0,10.0,29.0,1
1943,2.0,3,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,2013.0,2.0,1.0,1
1977,0.0,3,82582.0,0,0,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,3,11,2014.0,6.0,7.0,1
1955,1.0,1,82384.0,0,0,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,3,11,2012.0,11.0,19.0,1
1966,0.0,3,70287.0,0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,3,11,2013.0,4.0,2.0,1
1982,1.0,0,75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,3,11,2013.0,7.0,4.0,1
1971,0.0,2,25721.0,1,0,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,3,11,2013.0,5.0,21.0,1
1972,1.0,2,75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,3,11,2012.0,8.0,27.0,1
1976,0.0,0,75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,3,11,2012.0,10.0,12.0,1
1965,0.0,1,56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,3,11,2013.0,1.0,2.0,1
1959,0.0,2,87195.0,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,3,11,2014.0,5.0,8.0,1
1991,2.0,0,68126.0,0,0,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,3,11,2012.0,11.0,10.0,1
1983,0.0,0,101970.0,0,0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,3,11,2013.0,3.0,12.0,1
1973,2.0,5,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,2014.0,5.0,19.0,1
1976,1.0,1,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,2013.0,11.0,14.0,1
1973,2.0,0,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,3,11,2014.0,3.0,31.0,1
1977,2.0,1,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,2012.0,11.0,2.0,1
1954,0.0,3,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,2012.0,9.0,10.0,1
1966,0.0,0,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,2013.0,3.0,20.0,1
1990,0.0,2,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,2013.0,11.0,28.0,1
1972,0.0,2,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,2013.0,5.0,20.0,1
1974,0.0,3,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,2013.0,4.0,5.0,1
1979,0.0,3,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,2012.0,10.0,10.0,1
1952,1.0,1,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,2013.0,2.0,3.0,1
1970,2.0,2,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,2012.0,10.0,15.0,1
1953,0.0,0,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,2012.0,9.0,22.0,1
1956,0.0,0,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,2013.0,1.0,17.0,1
1956,2.0,2,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,2013.0,4.0,3.0,1
1971,1.0,2,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,2013.0,1.0,10.0,1
1965,0.0,1,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,2013.0,3.0,3.0,1
1970,0.0,3,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,2014.0,6.0,16.0,1
1966,2.0,0,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,3,11,2013.0,10.0,28.0,1
1970,0.0,0,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,3,11,2013.0,3.0,18.0,1
1968,1.0,1,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,3,11,2013.0,10.0,16.0,1
1980,3.0,1,14515.0,1,0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,3,11,2012.0,11.0,9.0,1
1955,2.0,0,55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,3,11,2013.0,10.0,22.0,1
1981,0.0,0,91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,2013.0,2.0,22.0,1
1974,1.0,2,82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,2013.0,6.0,4.0,1
1961,2.0,0,84865.0,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,2013.0,5.0,9.0,1
1966,3.0,0,89572.0,0,0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,2012.0,9.0,15.0,1
1984,1.0,2,42207.0,1,0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,2013.0,4.0,1.0,1
1964,0.0,2,60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,2014.0,1.0,1.0,1
1955,2.0,1,75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,2013.0,4.0,23.0,1
1981,2.0,1,56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,2012.0,8.0,4.0,1
1974,0.0,0,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,2012.0,8.0,19.0,1
1964,2.0,3,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,2012.0,9.0,14.0,1
1987,0.0,2,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,2012.0,9.0,8.0,1
1982,2.0,2,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,2013.0,8.0,7.0,1
1964,0.0,4,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,2014.0,1.0,7.0,1
1989,0.0,0,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,2014.0,4.0,8.0,1
1949,1.0,2,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,2013.0,11.0,6.0,1
1959,0.0,1,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,2013.0,5.0,22.0,1
1955,0.0,4,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,2012.0,9.0,23.0,1
1975,1.0,2,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,2012.0,12.0,12.0,1
1986,1.0,0,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,2012.0,12.0,29.0,1
1969,2.0,0,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,2012.0,11.0,9.0,1
1950,1.0,3,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,2012.0,9.0,28.0,1
1947,1.0,1,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,2013.0,3.0,10.0,1
1970,0.0,1,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,2013.0,1.0,21.0,1
1963,2.0,2,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,2012.0,10.0,30.0,1
1972,2.0,0,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,2012.0,9.0,12.0,1
1949,2.0,0,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,2013.0,4.0,8.0,1
1988,1.0,0,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,2014.0,4.0,29.0,1
1971,1.0,2,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,2013.0,1.0,10.0,1
1960,3.0,3,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,2012.0,9.0,23.0,1
1949,0.0,2,72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,2014.0,4.0,29.0,1
1954,3.0,2,63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,2014.0,1.0,29.0,1
1969,0.0,2,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,2013.0,2.0,28.0,1
1978,2.0,0,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,2013.0,5.0,10.0,1
1965,0.0,0,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,3,11,2013.0,4.0,24.0,1
1968,2.0,3,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,2013.0,1.0,2.0,1
1957,2.0,2,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,2012.0,11.0,7.0,1
1958,0.0,2,48192.0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,3,11,2013.0,4.0,6.0,1
1972,0.0,0,21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,2013.0,4.0,20.0,1
1961,0.0,0,57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,3,11,2014.0,6.0,15.0,1
1959,0.0,1,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,2013.0,5.0,22.0,1
1970,0.0,1,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,3,11,2014.0,1.0,13.0,1
1974,2.0,2,46374.0,0,1,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,3,11,2014.0,3.0,17.0,1
1972,2.0,0,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,2012.0,9.0,12.0,1
1943,2.0,3,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,2013.0,2.0,1.0,1
1956,0.0,1,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,3,11,2013.0,8.0,7.0,1
1972,1.0,2,35641.0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,3,11,2013.0,7.0,14.0,1
1994,0.0,0,95529.0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,3,11,2012.0,12.0,3.0,1
1982,2.0,2,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,2013.0,8.0,7.0,1
1983,0.0,3,82025.0,0,0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,3,11,2013.0,5.0,28.0,1
1953,0.0,1,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,2013.0,3.0,4.0,1
1965,0.0,2,59754.0,0,1,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,3,11,2012.0,12.0,1.0,1
1973,0.0,2,92955.0,0,0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,3,11,2013.0,8.0,19.0,1
1974,2.0,2,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,2013.0,4.0,13.0,1
1950,0.0,2,80763.0,0,0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,3,11,2013.0,8.0,15.0,1
1969,0.0,2,75759.0,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,2013.0,10.0,25.0,1
1954,0.0,3,85683.0,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,3,11,2014.0,3.0,21.0,1
1987,2.0,0,95169.0,0,0,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,3,11,2013.0,10.0,9.0,1
1981,3.0,2,56337.0,1,1,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,3,11,2013.0,3.0,27.0,1
1954,0.0,0,36130.0,0,1,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,3,11,2013.0,2.0,2.0,1
1953,2.0,1,64504.0,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,3,11,2013.0,3.0,4.0,1
1971,2.0,2,37126.0,1,0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,3,11,2014.0,3.0,30.0,1
1986,0.0,1,34728.0,1,0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,2013.0,7.0,30.0,1
1984,0.0,1,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,2012.0,11.0,13.0,1
1987,2.0,0,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,2013.0,1.0,10.0,1
1971,0.0,2,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,2012.0,11.0,17.0,1
1970,1.0,0,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,2013.0,2.0,2.0,1
1958,2.0,1,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,2013.0,1.0,4.0,1
1958,2.0,0,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,2014.0,3.0,17.0,1
1975,0.0,3,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,2013.0,10.0,8.0,1
1983,3.0,0,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,2013.0,3.0,1.0,1
1983,1.0,2,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,2013.0,9.0,20.0,1
1962,0.0,3,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,2012.0,12.0,18.0,1
1952,3.0,3,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,2013.0,12.0,20.0,1
1985,0.0,0,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,2013.0,10.0,29.0,1
1962,2.0,3,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,2013.0,5.0,3.0,1
1981,0.0,1,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,2013.0,11.0,19.0,1
1986,0.0,0,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,2012.0,10.0,13.0,1
1974,0.0,1,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,2012.0,9.0,22.0,1
1970,1.0,3,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,2012.0,12.0,22.0,1
1979,0.0,3,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,2012.0,10.0,10.0,1
1975,0.0,0,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,2013.0,6.0,28.0,1
1965,2.0,2,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,2013.0,8.0,27.0,1
1967,2.0,2,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,2013.0,2.0,22.0,1
1970,2.0,2,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,2012.0,7.0,30.0,1
1955,3.0,2,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,2012.0,8.0,3.0,1
1983,2.0,3,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,2013.0,5.0,22.0,1
1952,0.0,0,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,2014.0,3.0,6.0,1
1975,0.0,3,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,2013.0,10.0,8.0,1
1963,2.0,2,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,2012.0,9.0,24.0,1
1972,0.0,0,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,2012.0,8.0,26.0,1
1983,0.0,1,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,2012.0,8.0,9.0,1
1971,3.0,3,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,2012.0,8.0,18.0,1
1972,2.0,2,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,2012.0,11.0,23.0,1
1972,1.0,2,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,2013.0,2.0,10.0,1
1946,0.0,2,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,2014.0,2.0,19.0,1
1953,0.0,1,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,2013.0,3.0,4.0,1
1982,0.0,2,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,2014.0,1.0,14.0,1
1945,2.0,1,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,2013.0,11.0,17.0,1
1978,1.0,2,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,2012.0,8.0,18.0,1
1982,0.0,0,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,2012.0,8.0,8.0,1
1962,2.0,3,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,2013.0,5.0,3.0,1
1993,0.0,0,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,2013.0,10.0,21.0,1
1982,0.0,2,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,2012.0,11.0,9.0,1
1958,1.0,0,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,3,11,2012.0,9.0,4.0,1
1985,0.0,2,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,3,11,2013.0,8.0,20.0,1
1957,0.0,0,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,3,11,2012.0,8.0,13.0,1
1953,2.0,3,36957.0,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,3,11,2012.0,9.0,6.0,1
1972,0.0,2,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,2013.0,5.0,20.0,1
1944,0.0,2,80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,3,11,2014.0,1.0,22.0,1
1948,1.0,4,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,3,11,2012.0,10.0,24.0,1
1953,0.0,0,73892.0,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,3,11,2013.0,11.0,13.0,1
1971,0.0,3,43300.0,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,3,11,2012.0,10.0,13.0,1
1970,0.0,0,93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,3,11,2014.0,2.0,12.0,1
